Year,Month,Day,Temperature,Pressure,Relative Humidity,Clouds,Dew point,Wx,Wy,Temperature_lag1,Temperature_lag2,Temperature_lag3,Pressure_lag1,Relative Humidity_lag1,Clouds_lag1,Dew point_lag1,Dew point_lag2,Wx_lag1,Wy_lag1
2020,1,1,-1.1305324563369052,1.507955990350336,-0.09245994490304627,0.7819899219838021,-1.26212642723731,2.4240666769525183,-2.1330821086098157,-1.1305324563369052,-1.1305324563369052,-1.1305324563369052,1.507955990350336,-0.09245994490304627,0.7819899219838021,-1.26212642723731,-1.26212642723731,2.4240666769525183,-2.1330821086098157
2020,1,2,-1.1354507585206453,2.066075797499061,0.3273170517905627,-0.501918785113155,-1.3436418720535956,-0.3033522134255049,-0.6012439282333296,-1.1305324563369052,-1.1305324563369052,-1.1305324563369052,1.507955990350336,-0.09245994490304627,0.7819899219838021,-1.26212642723731,-1.26212642723731,2.4240666769525183,-2.1330821086098157
2020,1,3,-1.1545774892351894,1.601600253294734,-0.07284419739399954,-1.3400258578014468,-1.5854710250085764,-0.3300517710454349,0.1916253578956241,-1.1354507585206453,-1.1305324563369052,-1.1305324563369052,2.066075797499061,0.3273170517905627,-0.501918785113155,-1.3436418720535956,-1.26212642723731,-0.3033522134255049,-0.6012439282333296
2020,1,4,-1.1928309506642778,0.5661622601664733,-0.4769285960803717,-0.21660573909160902,-1.561559827862466,-0.4139711024718219,-0.09973210648036195,-1.1545774892351894,-1.1354507585206453,-1.1305324563369052,1.601600253294734,-0.07284419739399954,-1.3400258578014468,-1.5854710250085764,-1.3436418720535956,-0.3300517710454349,0.1916253578956241
2020,1,5,-1.1993886869092645,0.3703119730941512,0.8451727860294079,1.138631229510735,-1.08985712052556,1.1527690880726937,-1.700165068525916,-1.1928309506642778,-1.1545774892351894,-1.1354507585206453,0.5661622601664733,-0.4769285960803717,-0.21660573909160902,-1.561559827862466,-1.5854710250085764,-0.4139711024718219,-0.09973210648036195
2020,1,6,-1.1879126484805378,1.6615325815791653,0.04877343716209335,0.40751654908052287,-1.5121071246739195,0.8875117956159948,-1.271148025201767,-1.1993886869092645,-1.1928309506642778,-1.1545774892351894,0.3703119730941512,0.8451727860294079,1.138631229510735,-1.08985712052556,-1.561559827862466,1.1527690880726937,-1.700165068525916
2020,1,7,-1.2108647253379907,1.7171840292718556,0.16646792221637638,-1.6075068384466462,-1.9142499857675948,-0.17613000994772818,-0.035240992755219865,-1.1879126484805378,-1.1993886869092645,-1.1928309506642778,1.6615325815791653,0.04877343716209335,0.40751654908052287,-1.5121071246739195,-1.08985712052556,0.8875117956159948,-1.271148025201767
2020,1,8,-1.2551294449916501,2.0698215680168417,0.31162445378332454,-0.8050638965110478,-1.8012152356223454,0.24646048791943073,0.3175132027870473,-1.2108647253379907,-1.1879126484805378,-1.1993886869092645,1.7171840292718556,0.16646792221637638,-1.6075068384466462,-1.9142499857675948,-1.5121071246739195,-0.17613000994772818,-0.035240992755219865
2020,1,9,-1.3043124668290496,1.8054771914765921,0.12723642719828157,0.12220350305897706,-1.790889945945616,0.4543450939308751,0.3175022627576272,-1.2551294449916501,-1.2108647253379907,-1.1879126484805378,2.0698215680168417,0.31162445378332454,-0.8050638965110478,-1.8012152356223454,-1.9142499857675948,0.24646048791943073,0.3175132027870473
2020,1,10,-1.3190673733802694,1.0038823006723905,0.09585123118380656,-0.3770943274787287,-1.2441930293777275,0.3396663155658939,0.3787462268011681,-1.3043124668290496,-1.2551294449916501,-1.2108647253379907,1.8054771914765921,0.12723642719828157,0.12220350305897706,-1.790889945945616,-1.8012152356223454,0.4543450939308751,0.3175022627576272
2020,1,11,-1.3190673733802694,1.1911708265612162,1.049176560123499,-0.35926226210238194,-0.9148706323199337,-0.2710766525046006,-0.532447425121645,-1.3190673733802694,-1.3043124668290496,-1.2551294449916501,1.0038823006723905,0.09585123118380656,-0.3770943274787287,-1.2441930293777275,-1.790889945945616,0.3396663155658939,0.3787462268011681
2020,1,12,-1.3097772470332052,1.764273715781064,0.9040200285565495,-0.2701019352206489,-0.8333551875036481,-0.3899151700946533,0.2515195874209141,-1.3190673733802694,-1.3190673733802694,-1.3043124668290496,1.1911708265612162,1.049176560123499,-0.35926226210238194,-0.9148706323199337,-1.2441930293777275,-0.2710766525046006,-0.532447425121645
2020,1,13,-1.3059519008902962,1.6133726749220363,0.6686310584479834,-0.46625465436046193,-1.1985443802806073,-0.21670254935808445,0.2406646950574555,-1.3097772470332052,-1.3190673733802694,-1.3190673733802694,1.764273715781064,0.9040200285565495,-0.2701019352206489,-0.8333551875036481,-0.9148706323199337,-0.3899151700946533,0.2515195874209141
2020,1,14,-1.3070448569311273,1.456050313175426,0.9040200285565495,-0.07394921608083611,-1.3132094393221823,0.17100569461962514,0.25842438830142206,-1.3059519008902962,-1.3097772470332052,-1.3190673733802694,1.6133726749220363,0.6686310584479834,-0.46625465436046193,-1.1985443802806073,-0.8333551875036481,-0.21670254935808445,0.2406646950574555
2020,1,15,-1.331636367849827,1.957983562557501,0.5470134238918906,-1.8928198844681923,-1.4104845368029497,0.28152509862962705,0.2426128473001065,-1.3070448569311273,-1.3059519008902962,-1.3097772470332052,1.456050313175426,0.9040200285565495,-0.07394921608083611,-1.3132094393221823,-1.1985443802806073,0.17100569461962514,0.25842438830142206
