Year,Month,Day,Temperature,Pressure,Relative Humidity,Clouds,Dew point,Wx,Wy,Temperature_lag1,Temperature_lag2,Temperature_lag3,Pressure_lag1,Relative Humidity_lag1,Clouds_lag1,Dew point_lag1,Dew point_lag2,Wx_lag1,Wy_lag1
2020,1,1,-1.1626953439791736,1.7003112459421992,0.46273811350166083,-0.053512736610386046,-1.1863058430709543,1.1686062786870914,-1.693689002741352,-1.1626953439791736,-1.1626953439791736,-1.1626953439791736,1.7003112459421992,0.46273811350166083,-0.053512736610386046,-1.1863058430709543,-1.1863058430709543,1.1686062786870914,-1.693689002741352
2020,1,2,-1.2686941426742986,2.0850285249478855,1.1272675175357776,0.3478327879675107,-1.2294682118283498,0.3732605442045917,-0.5980134815264662,-1.1626953439791736,-1.1626953439791736,-1.1626953439791736,1.7003112459421992,0.46273811350166083,-0.053512736610386046,-1.1863058430709543,-1.1863058430709543,1.1686062786870914,-1.693689002741352
2020,1,3,-1.338620051761135,1.6456491156369255,0.958441128402786,-0.32107641966231737,-1.381356041126526,0.1976614194627303,-0.03473366790613292,-1.2686941426742986,-1.1626953439791736,-1.1626953439791736,2.0850285249478855,1.1272675175357776,0.3478327879675107,-1.2294682118283498,-1.1863058430709543,0.3732605442045917,-0.5980134815264662
2020,1,4,-1.3730280387721179,0.7684520721665766,1.0266900942225052,0.5986737408286963,-1.5092040701041274,0.05564633643720867,-0.15036087377089344,-1.338620051761135,-1.2686941426742986,-1.1626953439791736,1.6456491156369255,0.958441128402786,-0.32107641966231737,-1.381356041126526,-1.2294682118283498,0.1976614194627303,-0.03473366790613292
2020,1,5,-1.4079909933155363,0.6367423677167258,0.7285498751153072,-0.3377991498530628,-1.3299982858962076,1.5980706158385412,-1.4934113590833704,-1.3730280387721179,-1.338620051761135,-1.2686941426742986,0.7684520721665766,1.0266900942225052,0.5986737408286963,-1.5092040701041274,-1.381356041126526,0.05564633643720867,-0.15036087377089344
2020,1,6,-1.4113207985101472,1.850762252210998,0.024507911922404403,-1.508390263205262,-1.6763899541517604,0.4178728173008034,-1.150250991070066,-1.4079909933155363,-1.3730280387721179,-1.338620051761135,0.6367423677167258,0.7285498751153072,-0.3377991498530628,-1.3299982858962076,-1.5092040701041274,1.5980706158385412,-1.4934113590833704
2020,1,7,-1.450168525780612,1.727902606953429,0.5381711809866147,-1.7592312160664474,-1.8583275338506546,-0.7143428967277801,-0.09931593096341151,-1.4113207985101472,-1.4079909933155363,-1.3730280387721179,1.850762252210998,0.024507911922404403,-1.508390263205262,-1.6763899541517604,-1.3299982858962076,0.4178728173008034,-1.150250991070066
2020,1,8,-1.4956758634402993,2.0725343237352343,0.41604145267764137,-1.8595675972109216,-1.965413917096851,-1.0584495499334614,0.04598389986614265,-1.450168525780612,-1.4113207985101472,-1.4079909933155363,1.727902606953429,0.5381711809866147,-1.7592312160664474,-1.8583275338506546,-1.6763899541517604,-0.7143428967277801,-0.09931593096341151
2020,1,9,-1.5284189478539767,1.7862088792790578,0.37293684268623917,0.7491783125454076,-1.7250159138911045,-1.000653039165928,0.22563323581459252,-1.4956758634402993,-1.450168525780612,-1.4113207985101472,2.0725343237352343,0.41604145267764137,-1.8595675972109216,-1.965413917096851,-1.8583275338506546,-1.0584495499334614,0.04598389986614265
2020,1,10,-1.5250891426593653,0.9855388182361007,0.27595147020558425,0.565228280447205,-1.304319408281048,-1.7551877049771278,0.783431347789004,-1.5284189478539767,-1.4956758634402993,-1.450168525780612,1.7862088792790578,0.37293684268623917,0.7491783125454076,-1.7250159138911045,-1.965413917096851,-1.000653039165928,0.22563323581459252
2020,1,11,-1.5089950842187443,1.3369382273414314,1.0015457383941881,0.36455551815825654,-1.224004620846401,-0.1472629265088941,-0.6760598094479168,-1.5250891426593653,-1.5284189478539767,-1.4956758634402993,0.9855388182361007,0.27595147020558425,0.565228280447205,-1.304319408281048,-1.7250159138911045,-1.7551877049771278,0.783431347789004
2020,1,12,-1.5067752140890034,1.8190061574621994,1.554721566617182,0.9832965352158473,-0.9551959445345208,-0.6738381291031359,-0.04087569936597418,-1.5089950842187443,-1.5250891426593653,-1.5284189478539767,1.3369382273414314,1.0015457383941881,0.36455551815825654,-1.224004620846401,-1.304319408281048,-0.1472629265088941,-0.6760598094479168
2020,1,13,-1.4956758634402993,1.586822251594111,1.1919244325228808,1.1505238371233044,-1.048623350325845,-0.9674256345746599,0.6528990669306461,-1.5067752140890034,-1.5089950842187443,-1.5250891426593653,1.8190061574621994,1.554721566617182,0.9832965352158473,-0.9551959445345208,-1.224004620846401,-0.6738381291031359,-0.04087569936597418
2020,1,14,-1.5012255387646514,1.3952444996670603,0.8506796034242805,0.9832965352158473,-1.18248132938359,-1.5163013120047244,0.9251124960712176,-1.4956758634402993,-1.5067752140890034,-1.5089950842187443,1.586822251594111,1.1919244325228808,1.1505238371233044,-1.048623350325845,-0.9551959445345208,-0.9674256345746599,0.6528990669306461
2020,1,15,-1.5073301816214386,1.844515151604687,0.5238029776561468,-0.30435368947157154,-1.2207264662572317,-1.7032998637035341,1.2629968666542433,-1.5012255387646514,-1.4956758634402993,-1.5067752140890034,1.3952444996670603,0.8506796034242805,0.9832965352158473,-1.18248132938359,-1.048623350325845,-1.5163013120047244,0.9251124960712176
