Year,Month,Day,Temperature,Pressure,Relative Humidity,Clouds,Dew point,Wx,Wy,Temperature_lag1,Temperature_lag2,Temperature_lag3,Pressure_lag1,Relative Humidity_lag1,Clouds_lag1,Dew point_lag1,Dew point_lag2,Wx_lag1,Wy_lag1
2020,1,1,-1.2985814316344948,0.9607593631422383,-0.3522325732107902,-0.6552928423837019,-1.4511545864939135,1.1441552028504873,-1.5912730740501178,-1.2985814316344948,-1.2985814316344948,-1.2985814316344948,0.9607593631422383,-0.3522325732107902,-0.6552928423837019,-1.4511545864939135,-1.4511545864939135,1.1441552028504873,-1.5912730740501178
2020,1,2,-1.3139272066726808,1.8424652196579223,0.5118262556584622,-0.6552928423837019,-1.4426950013474262,0.696761679243794,-0.702452716795967,-1.2985814316344948,-1.2985814316344948,-1.2985814316344948,0.9607593631422383,-0.3522325732107902,-0.6552928423837019,-1.4511545864939135,-1.4511545864939135,1.1441552028504873,-1.5912730740501178
2020,1,3,-1.4329892543827438,1.0124262031418827,0.6587512387050559,0.05441019712952981,-1.3919374904685031,0.1038851566114643,-1.8431729527005318,-1.3139272066726808,-1.2985814316344948,-1.2985814316344948,1.8424652196579223,0.5118262556584622,-0.6552928423837019,-1.4426950013474262,-1.4511545864939135,0.696761679243794,-0.702452716795967
2020,1,4,-1.3827186120162727,0.05715125923539706,0.5817905332996981,-1.282472272651209,-1.3400520349033818,0.4290455837971902,-1.074540761438976,-1.4329892543827438,-1.3139272066726808,-1.2985814316344948,1.0124262031418827,0.6587512387050559,0.05441019712952981,-1.3919374904685031,-1.4426950013474262,0.1038851566114643,-1.8431729527005318
2020,1,5,-1.3298021463673557,-0.12536746902421503,1.0540494073780349,0.896151011435921,-1.1454815765341766,1.038328682186791,-0.3245321372263118,-1.3827186120162727,-1.4329892543827438,-1.3139272066726808,0.05715125923539706,0.5817905332996981,-1.282472272651209,-1.3400520349033818,-1.3919374904685031,0.4290455837971902,-1.074540761438976
2020,1,6,-1.3668436723215975,1.032082066185216,0.6307655276485622,0.6155707400004574,-1.263915768584997,2.3447093182030203,0.51177000933431,-1.3298021463673557,-1.3827186120162727,-1.4329892543827438,-0.12536746902421503,1.0540494073780349,0.896151011435921,-1.1454815765341766,-1.3400520349033818,1.038328682186791,-0.3245321372263118
2020,1,7,-1.4255809491918956,1.3465758748787306,-0.5516307644883102,-0.5727692331379773,-1.8921809587974452,2.0269945454130287,0.038968898712724256,-1.3668436723215975,-1.3298021463673557,-1.3827186120162727,1.032082066185216,0.6307655276485622,0.6155707400004574,-1.263915768584997,-1.1454815765341766,2.3447093182030203,0.51177000933431
2020,1,8,-1.5980886272073647,1.7896751874843737,0.053560237108372835,-1.2164533852546293,-1.8983846545715357,1.4639467200809524,-0.3892887292317856,-1.4255809491918956,-1.3668436723215975,-1.3298021463673557,1.3465758748787306,-0.5516307644883102,-0.5727692331379773,-1.8921809587974452,-1.263915768584997,2.0269945454130287,0.038968898712724256
2020,1,9,-1.6293093419402258,1.4953988379211673,0.5468083944790801,0.35149519041413846,-1.6947906387127443,0.14809806103354906,-0.9821662651018571,-1.5980886272073647,-1.4255809491918956,-1.3668436723215975,1.7896751874843737,0.053560237108372835,-1.2164533852546293,-1.8983846545715357,-1.8921809587974452,1.4639467200809524,-0.3892887292317856
2020,1,10,-1.5838011814821573,0.9231324253164054,0.1480120119240402,0.13693380637525432,-1.3507675094222655,-0.5055519233205471,-0.8133450149069086,-1.6293093419402258,-1.5980886272073647,-1.4255809491918956,1.4953988379211673,0.5468083944790801,0.35149519041413846,-1.6947906387127443,-1.8983846545715357,0.14809806103354906,-0.9821662651018571
2020,1,11,-1.3811311180468053,0.7759942505348176,0.3893887697863012,0.3019810248667037,-0.933427975528898,0.3136169517040281,-0.9753224057724007,-1.5838011814821573,-1.6293093419402258,-1.5980886272073647,0.9231324253164054,0.1480120119240402,0.13693380637525432,-1.3507675094222655,-1.6947906387127443,-0.5055519233205471,-0.8133450149069086
2020,1,12,-1.1662902675122022,1.5936781531378945,0.5153244695405244,0.28547630301755866,-0.9368118095874928,1.1833651826405227,-0.25950124788282164,-1.3811311180468053,-1.5838011814821573,-1.6293093419402258,0.7759942505348176,0.3893887697863012,0.3019810248667037,-0.933427975528898,-1.3507675094222655,0.3136169517040281,-0.9753224057724007
2020,1,13,-1.3578478731612817,1.4684422257474636,1.2149672459528749,-1.6290714314832526,-1.0935961209690552,-0.5795056321572755,-1.1330846044849923,-1.1662902675122022,-1.3811311180468053,-1.5838011814821573,1.5936781531378945,0.5153244695405244,0.28547630301755866,-0.9368118095874928,-0.933427975528898,1.1833651826405227,-0.25950124788282164
2020,1,14,-1.5128931175126086,1.3701629105307365,2.1175064275248072,1.16022656102224,-1.0919042039397577,-0.11479851839008592,-0.6136453616555905,-1.3578478731612817,-1.1662902675122022,-1.3811311180468053,1.4684422257474636,1.2149672459528749,-1.6290714314832526,-1.0935961209690552,-0.9368118095874928,-0.5795056321572755,-1.1330846044849923
2020,1,15,-1.5853886754516247,2.0025201044394327,1.94259573342172,1.539835163552573,-1.1702963596305391,-0.2300414556280976,-0.041902824591853724,-1.5128931175126086,-1.3578478731612817,-1.1662902675122022,1.3701629105307365,2.1175064275248072,1.16022656102224,-1.0919042039397577,-1.0935961209690552,-0.11479851839008592,-0.6136453616555905
